TimeStep,"Blacktip Shark|Blacktip shark","Dusky Shark|Dusky shark","Sandbar Shark|Sandbar shark","Large Coastal Sharks|Large coastal sharks","Large Oceanic Sharks|Large oceanic sharks","Atlantic Sharpnose Shark|Atlantic sharpnose shark","Small Coastal Sharks|Small coastal sharks","Yellowfin Tuna|Yellowfin tuna","Bluefin Tuna|Bluefin tuna","Other Tunas|Other tunas",Billfish|Billfish,Swordfish|Swordfish,"Pelagic Coastal Piscivores|Pelagic coastal piscivores",Amberjack|Amberjack,Cobia|Cobia,"King Mackerel (1+)|King mackerel (1+yr)","Spanish Mackerel (0-1)|Spanish mackerel (0-1yr)","Spanish Mackerel (1+)|Spanish mackerel (1+yr)",Skates-rays|Skates-rays,"Gag grouper (0-3yr)|Gag grouper (0-3yr)","Gag grouper (3+yr)|Gag grouper (3+yr)","Red grouper (3+yr)|Red grouper (3+yr)","Yellowedge grouper (0-3yr)|Yellowedge grouper (0-3yr)","Yellowedge grouper (3+yr)|Yellowedge grouper (3+yr)","Goliath grouper|Goliath grouper","Deep-water grouper|Deep-water grouper","Shallow-water grouper|Shallow-water grouper","Red snapper (0yr)|Red snapper (0yr)","Red snapper (1-2yr)|Red snapper (1-2yr)","Red snapper (3+yr)|Red snapper (3+yr)","Vermilion snapper|Vermilion snapper","Mutton snapper|Mutton snapper","Other snapper|Other snapper","Inshore coastal piscivores|Inshore coastal piscivores","Sea trout|Sea trout","Oceanic piscivores|Oceanic piscivores","Benthic piscivores|Benthic piscivores","Reef piscivores|Reef piscivores","Reef invertebrate feeders|Reef invertebrate feeders","Demersal coastal invertebrate feeders|Demersal coastal invertebrate feeders","Red drum|Red drum","Benthic coastal invertebrate feeders|Benthic coastal invertebrate feeders",Tilefish|Tilefish,"Gray triggerfish|Gray triggerfish","Coastal omnivores|Coastal omnivores","Reef omnivores|Reef omnivores","Surface pelagics|Surface pelagics",Sardine-herring-scad|Sardine-herring-scad,"Menhaden (0yr)|Menhaden (0yr)","Menhaden (1yr)|Menhaden (1yr)","Menhaden (2yr)|Menhaden (2yr)","Menhaden (3yr)|Menhaden (3yr)","Menhaden (4yr)|Menhaden (4yr)",Anchovy-silverside-killifish|Anchovy-silverside-killifish,Mullet|Mullet,Butterfish|Butterfish,Cephalopod|Cephalopod,"Pink shrimp|Pink shrimp","Brown shrimp|Brown shrimp","White shrimp|White shrimp",Crab|Crab,"Sessile epifauna|Sessile epifauna","Mobile epifauna|Mobile epifauna"
65,3.49885E-05,0.0002944938,0.0001822567,0.0005410354,6.424387E-06,0.0004687808,5.55087E-05,0.004187323,6.613534E-06,0.01265512,0.0006852679,0.007448556,0.004924085,0.003587282,0.00178025,0.003063859,9.440574E-07,2.653456E-05,0.0001034956,3.219863E-05,0.001570475,0.003952443,1.49374E-09,0.00112959,0.0001414051,0.001580595,0.001796654,3.020198E-08,0.0007491909,0.01167026,0.003411756,0.0006882973,0.0004206249,0.004577677,0.06378486,0.001263228,0.0007790305,0.001356633,0.0001720338,0.02302671,0.004732549,0.005885606,5.980507E-05,0.0003452758,0.1249379,1.619358E-05,0.0001920597,0.0002137366,0.002303723,0.5304925,0.468835,0.07215886,0.02431966,1.23602E-07,0.005257364,0.0002447744,0.001015702,0.07279065,0.09069187,0.1942088,0.08567379,0.01569546,0.01963104
66,3.504143E-05,0.0002941932,0.0001824106,0.0005416609,6.419487E-06,0.0004684291,5.553677E-05,0.004190833,6.632516E-06,0.01278211,0.0006900022,0.007458024,0.00518912,0.003536398,0.001800315,0.003174318,1.078686E-06,2.49285E-05,0.000103735,3.394952E-05,0.001556944,0.004063007,1.504989E-09,0.001124527,0.0001422204,0.00157996,0.001890883,2.792891E-08,0.0007424499,0.01168322,0.003370756,0.0007051862,0.0004295261,0.004512096,0.06352443,0.001272555,0.0007791754,0.00137738,0.0001795147,0.02359802,0.004696977,0.005775883,5.960429E-05,0.0003462599,0.1251325,1.613857E-05,0.0001925203,0.0002242742,0.001956395,0.6221921,0.548499,0.08105259,0.02530984,1.349092E-07,0.005476005,0.0002491779,0.001011797,0.1375267,0.09120544,0.2004584,0.08493289,0.01560907,0.01965531
67,3.496729E-05,0.0002937966,0.0001825236,0.0005419722,6.414428E-06,0.0004668179,5.554209E-05,0.004201466,6.630812E-06,0.0129263,0.0006938071,0.00746014,0.005014124,0.003486433,0.001816296,0.003260759,9.228575E-07,2.100275E-05,0.0001040175,3.539915E-05,0.001558864,0.004085545,1.515638E-09,0.001120551,0.0001297964,0.001579356,0.001914953,2.042962E-08,0.0007001976,0.01153225,0.003338856,0.000725139,0.0004473055,0.004257157,0.06294841,0.001285599,0.0007803501,0.001412619,0.0001830824,0.02346336,0.004532458,0.005533591,5.944869E-05,0.0003474789,0.1265972,1.634996E-05,0.0001934776,0.0002315933,0.001715518,0.6325566,0.5129918,0.08359092,0.02494241,1.041941E-07,0.004871571,0.0002468347,0.001016063,0.2182504,0.08905524,0.187572,0.08578426,0.01456923,0.01982787
68,3.481026E-05,0.0002933181,0.0001825691,0.0005420648,6.409361E-06,0.0004645793,5.552645E-05,0.004214955,6.570601E-06,0.01309211,0.0006908279,0.007431294,0.004388205,0.003440155,0.001809503,0.003332615,7.021048E-07,1.707056E-05,0.0001043585,3.629128E-05,0.001563242,0.004040662,1.52727E-09,0.001116711,0.0001108437,0.001579061,0.001888276,1.395708E-08,0.0006439908,0.01114895,0.003306819,0.0007459276,0.0004648226,0.003956326,0.06225934,0.001311299,0.000776961,0.001447097,0.0001816593,0.02291114,0.004332516,0.005285134,5.934556E-05,0.0003491653,0.1285847,1.677723E-05,0.000190308,0.0002260112,0.001756994,0.5827801,0.4284058,0.07695463,0.02311443,7.215306E-08,0.004085175,0.000233091,0.001027379,0.280497,0.08532237,0.1687142,0.0876779,0.01329867,0.0198639
69,3.464044E-05,0.0002928267,0.000182591,0.0005420937,6.404619E-06,0.0004620838,5.54999E-05,0.004228795,6.453723E-06,0.01325828,0.0006827283,0.007372722,0.003679337,0.00339849,0.001794545,0.00338959,5.443554E-07,1.385067E-05,0.0001047382,3.699098E-05,0.001566301,0.003966234,1.540078E-09,0.001113476,9.239443E-05,0.001579304,0.00184327,9.188737E-09,0.0005805484,0.01068337,0.003263553,0.000766862,0.0004799358,0.003658868,0.06149711,0.001348369,0.0007710478,0.001478541,0.0001763272,0.02218034,0.004125641,0.005050882,5.926664E-05,0.0003512531,0.1306366,1.723794E-05,0.0001844424,0.0002169384,0.002030058,0.5052229,0.3423009,0.06577319,0.02064202,4.820093E-08,0.003322859,0.0002099151,0.001042702,0.3194095,0.07989638,0.1524129,0.09014756,0.01204581,0.01988672
70,3.449228E-05,0.000292362,0.0001826834,0.0005422441,6.400378E-06,0.0004600248,5.548619E-05,0.004234903,6.432392E-06,0.01341387,0.0006799015,0.007332649,0.003177751,0.003357774,0.001792857,0.003475286,5.210364E-07,1.134026E-05,0.0001050682,3.763574E-05,0.001566416,0.003881884,1.550727E-09,0.001110498,7.779265E-05,0.001580061,0.001819754,5.859701E-09,0.0005153796,0.01028906,0.003217444,0.0007875234,0.000495927,0.003378638,0.06073793,0.001382485,0.0007656701,0.001518504,0.0001707865,0.02132328,0.003925465,0.004791473,5.921787E-05,0.0003527826,0.1324045,1.749499E-05,0.0001823409,0.0002100411,0.002404864,0.4326727,0.2774103,0.05677867,0.01851483,3.307803E-08,0.002652069,0.0001952671,0.001058886,0.3568167,0.0788832,0.1290961,0.09247893,0.01082584,0.02020493
71,3.438116E-05,0.000291925,0.0001826504,0.0005424844,6.396674E-06,0.0004584685,5.54668E-05,0.004234124,6.465237E-06,0.01353419,0.0006828434,0.007327311,0.003213228,0.003320496,0.001803688,0.003553747,5.428093E-07,1.549545E-05,0.0001052992,3.822346E-05,0.0015494,0.003961055,1.559344E-09,0.001107471,7.673818E-05,0.001581213,0.001878204,3.737753E-08,0.0005072342,0.01049608,0.003181234,0.0008075556,0.0005105425,0.003340854,0.06041525,0.001293704,0.0007611735,0.001542128,0.0001719631,0.02159081,0.003879085,0.004757109,5.916028E-05,0.0003535978,0.1325616,1.729334E-05,0.0001825969,0.0001975355,0.002575571,0.4766376,0.3668835,0.05773779,0.01898568,3.492649E-08,0.002774966,0.0001971067,0.001070595,0.381293,0.08735513,0.1173303,0.09218562,0.01060256,0.02036812
72,3.430057E-05,0.0002915369,0.0001824922,0.0005427875,6.393275E-06,0.0004572095,5.544303E-05,0.004228429,6.522112E-06,0.01364018,0.0006879484,0.007334002,0.003521146,0.003284605,0.001818271,0.003598543,5.853657E-07,1.942446E-05,0.0001054903,3.748207E-05,0.001529143,0.004087022,1.567608E-09,0.001104406,8.232573E-05,0.001582685,0.001944394,6.538176E-08,0.0006010348,0.01076386,0.00315527,0.000826275,0.0005206492,0.003396256,0.06025267,0.001217183,0.0007522388,0.0015544,0.0001772599,0.02219503,0.003940708,0.0048427,5.902076E-05,0.0003535156,0.1322997,1.679507E-05,0.0001831677,0.0001828009,0.002450883,0.5627015,0.4631363,0.06271306,0.01966087,5.18561E-08,0.00326909,0.0002039147,0.001072357,0.379965,0.09089599,0.1145327,0.09094424,0.01119971,0.02043479
73,6.346194E-05,0.0003706835,0.0002562206,0.000543214,8.813638E-06,0.0005426041,5.54352E-05,0.004221184,6.576557E-06,0.0137414,0.0006936959,0.007343341,0.003872911,0.005457394,0.002182784,0.003971263,6.989375E-07,6.281487E-05,0.0001057007,3.629187E-05,0.001436346,0.004704455,1.575364E-09,0.0008308773,6.428958E-05,0.001584166,0.001926985,6.043392E-08,0.0005724417,0.01092086,0.004016467,0.001818771,0.0005122007,0.003487034,0.06042265,0.001193646,0.000743978,0.001530749,0.0001821178,0.02286004,0.004042197,0.004990375,7.428066E-05,0.0007018595,0.1324221,1.63935E-05,0.0001839548,0.0001804788,0.00221392,0.5582893,0.4578716,0.06243052,0.01861291,7.449268E-08,0.003747244,0.000212208,0.001067283,0.2919304,0.097451,0.1846218,0.08806672,0.0120541,0.0204843
74,6.349316E-05,0.0003700673,0.000255011,0.0005436375,8.808704E-06,0.0005405835,5.545377E-05,0.004214979,6.620873E-06,0.01384846,0.0006995861,0.00735236,0.004227123,0.005319201,0.002124783,0.003778782,7.764507E-07,6.206051E-05,0.0001059947,3.40212E-05,0.001427802,0.004528043,1.582011E-09,0.0008358991,6.133547E-05,0.001585358,0.00186307,4.503176E-08,0.0006061608,0.01099348,0.003962137,0.001798823,0.0004834916,0.003587197,0.06082048,0.001193059,0.0007399572,0.001486687,0.0001809831,0.0232465,0.004159539,0.005115908,7.406292E-05,0.0006948491,0.1330271,1.622058E-05,0.0001814182,0.0001873974,0.002188327,0.5303835,0.3939579,0.05978671,0.01773171,8.300901E-08,0.003917321,0.0002195028,0.001059346,0.1973269,0.08894404,0.1796148,0.08779065,0.01297108,0.0206298
75,6.363398E-05,0.0003694017,0.0002536031,0.000544111,8.803467E-06,0.0005386349,5.550231E-05,0.004211508,6.655745E-06,0.01395986,0.0007053167,0.007360162,0.004452218,0.005165041,0.002065263,0.003547035,8.465112E-07,6.128185E-05,0.000106322,3.173567E-05,0.001416253,0.004292923,1.5838E-09,0.0008367446,5.752777E-05,0.001586104,0.001791682,3.285533E-08,0.0006113152,0.01104812,0.003895382,0.001750524,0.0004466208,0.003691233,0.06114932,0.00119801,0.0007389001,0.001436387,0.0001767318,0.0238703,0.004278075,0.005298128,7.37682E-05,0.0006865599,0.1336106,1.61897E-05,0.0001783045,0.000197988,0.002319728,0.4817536,0.3275912,0.05429438,0.01647615,9.313461E-08,0.004195655,0.0002288245,0.001050342,0.1143637,0.08446672,0.1774205,0.08755478,0.01384563,0.02080567
76,6.380023E-05,0.0003687548,0.0002521793,0.000544671,8.797852E-06,0.0005365863,5.556331E-05,0.004211161,6.68376E-06,0.01407077,0.0007106925,0.007366529,0.004556188,0.005014669,0.00204511,0.003410591,8.73841E-07,6.157068E-05,0.0001066148,3.11967E-05,0.001399667,0.00415925,1.585103E-09,0.0008374802,5.726528E-05,0.001586346,0.001770053,2.958302E-08,0.000617358,0.0111421,0.003829446,0.001701842,0.0004149469,0.003785921,0.06116268,0.001195376,0.0007377298,0.001396945,0.0001747185,0.02468593,0.004388002,0.005491877,7.342396E-05,0.0006785297,0.133882,1.615865E-05,0.0001782096,0.0002079722,0.002340097,0.4991958,0.3628853,0.05756094,0.01675997,1.107739E-07,0.004693887,0.0002394257,0.001041104,0.07187574,0.08871675,0.1784071,0.08699462,0.01463147,0.02091533
77,6.398358E-05,0.0003681553,0.0002509088,0.0005453642,8.79178E-06,0.0005349505,5.562121E-05,0.004213572,6.706899E-06,0.01418001,0.0007158234,0.007371423,0.004676585,0.004872575,0.002050331,0.003527121,9.459606E-07,6.238076E-05,0.0001068576,3.232048E-05,0.001387115,0.004239956,1.586168E-09,0.00083802,6.264204E-05,0.001586091,0.001842098,3.021329E-08,0.0006315737,0.01123985,0.003775202,0.001676276,0.0004059141,0.003876823,0.06106897,0.001196114,0.0007371524,0.001398679,0.0001777836,0.0255268,0.004490556,0.005630035,7.308865E-05,0.0006708856,0.1336198,1.607307E-05,0.0001788,0.0002177705,0.00214078,0.5673964,0.4464214,0.06485366,0.01749646,1.286772E-07,0.005228649,0.0002472155,0.001032174,0.07166238,0.091803,0.1812412,0.08589347,0.01529689,0.02094953
78,6.408442E-05,0.0003675194,0.0002496123,0.0005460081,8.785297E-06,0.0005329963,5.567182E-05,0.004218956,6.724048E-06,0.01428872,0.0007208547,0.007374957,0.004933102,0.004738636,0.002067989,0.003648193,1.071163E-06,5.593691E-05,0.0001070785,3.423807E-05,0.001382261,0.004333479,1.587271E-09,0.0008383874,6.960067E-05,0.001585382,0.001941914,2.760124E-08,0.0006254637,0.01130794,0.003731088,0.001671295,0.0004154792,0.003823076,0.06083369,0.001207753,0.0007381636,0.001418628,0.0001852111,0.02612622,0.004460576,0.005522141,7.278965E-05,0.0006636165,0.1334406,1.602672E-05,0.0001793146,0.000228224,0.001833853,0.6282951,0.5256304,0.07413766,0.01858285,1.402731E-07,0.005447797,0.0002519275,0.001028406,0.1336242,0.09225622,0.1835445,0.08502224,0.01521683,0.0209702
79,6.394833E-05,0.0003667612,0.0002482931,0.000546329,8.778562E-06,0.0005296478,5.56977E-05,0.00423116,6.720387E-06,0.01441608,0.0007248374,0.00737114,0.004769089,0.004611813,0.002079771,0.003748217,8.964643E-07,4.417049E-05,0.0001073416,3.579779E-05,0.001391794,0.004329622,1.589062E-09,0.0008393551,6.791732E-05,0.001584689,0.00196509,2.010851E-08,0.0005891263,0.01119839,0.003697283,0.001675815,0.0004338338,0.003606933,0.06031012,0.001226923,0.0007397339,0.001451833,0.0001888046,0.02593792,0.004306409,0.00529086,7.254818E-05,0.0006575066,0.1346265,1.623663E-05,0.0001803046,0.0002355929,0.001657533,0.6164927,0.4912945,0.07736287,0.0187073,1.098273E-07,0.004847175,0.0002498794,0.001032875,0.2119338,0.09005652,0.1674658,0.08571264,0.0141991,0.02116578
80,6.365884E-05,0.0003658972,0.0002469208,0.0005464276,8.771827E-06,0.0005256563,5.570089E-05,0.004246784,6.658471E-06,0.01456675,0.0007215933,0.007336197,0.004171713,0.004495841,0.00206283,0.00382708,6.647581E-07,3.372641E-05,0.0001076654,3.675197E-05,0.001402764,0.004253182,1.593189E-09,0.0008403003,6.090322E-05,0.00158432,0.001934197,1.374717E-08,0.0005408358,0.01084889,0.003660414,0.001684972,0.0004518094,0.003350761,0.05967183,0.001258915,0.0007364941,0.001483475,0.0001877409,0.02531318,0.004117427,0.005054677,7.237132E-05,0.0006530645,0.1364039,1.666681E-05,0.0001774925,0.0002301387,0.001666594,0.5707154,0.4090331,0.07252388,0.01744266,7.746971E-08,0.004066275,0.0002365656,0.001044467,0.272257,0.08624137,0.1474544,0.08743469,0.01295793,0.02119217
81,6.3347E-05,0.0003650177,0.0002455586,0.0005464584,8.765556E-06,0.0005214682,5.5692E-05,0.004263537,6.539786E-06,0.01471809,0.0007129184,0.007271616,0.003493331,0.004391485,0.002036201,0.003887906,5.025594E-07,2.57316E-05,0.0001080322,3.745242E-05,0.001411911,0.00414815,1.599629E-09,0.0008415522,5.292501E-05,0.001584518,0.001884376,9.086453E-09,0.0004868393,0.01041332,0.00360753,0.001696998,0.0004673807,0.003097351,0.05895878,0.00130069,0.0007306754,0.001512118,0.0001829961,0.02450834,0.003921327,0.004832281,7.222757E-05,0.0006501043,0.1382584,1.714077E-05,0.0001721681,0.0002212836,0.001826007,0.5132644,0.3256795,0.06377486,0.01543721,5.259182E-08,0.003309792,0.000213929,0.001060062,0.3109477,0.08067022,0.130773,0.08973729,0.01173703,0.02121554
82,6.307772E-05,0.0003641773,0.0002443306,0.0005466123,8.760881E-06,0.0005178593,5.56964E-05,0.004271931,6.51747E-06,0.01485696,0.0007098201,0.007225784,0.003015866,0.00429266,0.002028268,0.003978578,4.743993E-07,1.989577E-05,0.0001083513,3.806993E-05,0.001418052,0.004036157,1.604521E-09,0.0008428191,4.647012E-05,0.001585234,0.001858456,5.837454E-09,0.0004317323,0.01004468,0.00355056,0.001710565,0.0004839109,0.002858759,0.05825553,0.001337667,0.0007252979,0.00154966,0.0001779792,0.02357515,0.003731341,0.004585044,7.212833E-05,0.0006466241,0.1397921,1.740884E-05,0.0001703286,0.0002145835,0.002054409,0.4635293,0.2651853,0.05683015,0.01366586,3.613519E-08,0.002643883,0.0001997148,0.001076553,0.3482783,0.08015529,0.109386,0.0919086,0.01054363,0.0215705
83,6.287857E-05,0.0003633814,0.0002429612,0.0005468583,8.757052E-06,0.0005149057,5.569603E-05,0.004273057,6.549609E-06,0.01495641,0.0007128285,0.007214888,0.003055493,0.004202789,0.002036351,0.004059963,5.039107E-07,3.269014E-05,0.0001085771,3.867786E-05,0.001406909,0.004114464,1.608293E-09,0.0008439352,4.891618E-05,0.00158635,0.001920078,3.780878E-08,0.0004227045,0.01028301,0.003509555,0.001724682,0.0004989159,0.002826588,0.05795605,0.001240071,0.0007210762,0.001571245,0.0001794016,0.02386489,0.003688789,0.004551521,7.202524E-05,0.0006423316,0.1396246,1.722258E-05,0.0001706672,0.0002020439,0.002160025,0.504593,0.3559082,0.06169565,0.0138551,3.864001E-08,0.002767406,0.0002019788,0.001088777,0.3732237,0.08895706,0.09712045,0.09153201,0.01031903,0.02174912
84,6.273721E-05,0.0003626531,0.0002414553,0.0005471662,8.753646E-06,0.0005123583,5.569137E-05,0.004269275,6.605919E-06,0.01504029,0.0007181141,0.007216311,0.003356528,0.004118135,0.002049031,0.004108758,5.531139E-07,4.371921E-05,0.0001087661,3.798127E-05,0.001392817,0.004245075,1.612507E-09,0.0008448961,5.584036E-05,0.001587803,0.001989468,6.591073E-08,0.0004998776,0.01057723,0.003483082,0.001737686,0.0005092099,0.002873214,0.05781602,0.001152447,0.0007131848,0.001580438,0.0001848734,0.02452278,0.003749079,0.004633349,7.182908E-05,0.0006368752,0.1390296,1.67486E-05,0.0001713067,0.0001870659,0.002143398,0.5547886,0.4614858,0.06827971,0.01461892,5.685718E-08,0.003261952,0.000209282,0.001090866,0.3739484,0.09235252,0.09262145,0.0902473,0.01090661,0.02182273
85,3.753084E-05,0.0004461081,0.0001733904,0.0005475981,9.041908E-06,0.0007132533,5.570174E-05,0.004263866,6.659683E-06,0.01511957,0.000724053,0.007220673,0.003696693,0.005680285,0.001624113,0.003331789,6.710259E-07,2.763998E-05,0.0001089762,3.681816E-05,0.001094898,0.003490322,1.616874E-09,0.0007577381,9.737716E-05,0.001589274,0.001970021,6.073608E-08,0.000464658,0.0101531,0.003853775,0.002717739,0.0005007471,0.002950792,0.05802735,0.001123945,0.0007062064,0.001555028,0.000189883,0.02524307,0.003847847,0.00477501,0.0001231841,0.0003833751,0.1388589,1.636605E-05,0.0001721884,0.0001846445,0.002070643,0.7245056,0.5920476,0.08671705,0.01841054,8.03002E-08,0.003741518,0.000218005,0.001085902,0.316447,0.1217949,0.1072461,0.1465217,0.01175392,0.02188504
86,3.755627E-05,0.0004450485,0.0001732097,0.0005480272,9.038217E-06,0.0007060394,5.573587E-05,0.004259321,6.703154E-06,0.01520531,0.0007301197,0.007225027,0.004035004,0.005493544,0.001591441,0.003124595,7.536984E-07,2.977906E-05,0.000109269,3.452359E-05,0.001097106,0.003417677,1.620806E-09,0.0007600165,8.763489E-05,0.00159047,0.001902626,4.525193E-08,0.0004917155,0.0102595,0.003819738,0.002649606,0.0004721592,0.003037277,0.05845977,0.001122811,0.0007034007,0.001510825,0.0001890481,0.02564963,0.003961556,0.004896673,0.0001221003,0.0003826355,0.1392274,1.619983E-05,0.0001699971,0.0001916136,0.002098279,0.6750147,0.5074779,0.08094532,0.01783215,8.839244E-08,0.003915481,0.0002257378,0.001077881,0.2091384,0.09703861,0.1076996,0.1433723,0.01266664,0.02206319
87,3.764705E-05,0.0004439245,0.0001733603,0.0005485053,9.034259E-06,0.0006981461,5.579316E-05,0.004257222,6.737095E-06,0.01529575,0.0007359909,0.007228429,0.004245979,0.005296319,0.001562328,0.002947595,8.385134E-07,3.247884E-05,0.0001095954,3.214515E-05,0.001096853,0.003308646,1.621792E-09,0.0007610678,7.604698E-05,0.001591214,0.001828126,3.303236E-08,0.0004956526,0.01034846,0.003775439,0.002541174,0.0004355547,0.003126731,0.0588062,0.001127688,0.0007034278,0.00146087,0.0001852147,0.02632969,0.004076215,0.005073193,0.0001207003,0.0003829173,0.1395725,1.617039E-05,0.0001672746,0.0002023242,0.002212322,0.6178423,0.4192269,0.07237317,0.01664435,9.809902E-08,0.004198104,0.0002354647,0.001068682,0.1179117,0.08834936,0.1104662,0.1397198,0.01353834,0.02227408
88,3.775292E-05,0.0004428246,0.0001736118,0.000549068,9.029959E-06,0.0006900793,5.585466E-05,0.004257971,6.764093E-06,0.01538577,0.0007414694,0.007230694,0.004341975,0.005107829,0.001565535,0.002847305,8.880455E-07,3.532359E-05,0.0001098877,3.155444E-05,0.001091903,0.003277921,1.622625E-09,0.0007618996,7.071956E-05,0.001591457,0.001806819,2.958671E-08,0.0005004639,0.010473,0.003731597,0.002436201,0.0004043283,0.003207825,0.05882035,0.001123946,0.0007032989,0.001420875,0.0001835788,0.02721991,0.004182127,0.00526102,0.0001192058,0.0003836071,0.1395849,1.614367E-05,0.0001673715,0.000212419,0.002236643,0.639101,0.4589718,0.07715038,0.01722349,1.161169E-07,0.004700451,0.0002464303,0.001059184,0.07272333,0.09323528,0.114791,0.1356419,0.01432232,0.02240708
89,3.78682E-05,0.0004417857,0.0001739748,0.0005497631,9.025278E-06,0.000682719,5.590503E-05,0.004261269,6.786168E-06,0.01547442,0.0007466733,0.007231824,0.004454351,0.004931759,0.00158856,0.002949855,9.86685E-07,3.777982E-05,0.0001101304,3.269294E-05,0.001089865,0.003418445,1.623447E-09,0.0007625157,7.343369E-05,0.001591198,0.001883288,2.989324E-08,0.0005117432,0.01059787,0.00369862,0.00237134,0.0003957689,0.003285967,0.05872412,0.001123394,0.0007037008,0.001421563,0.0001867647,0.0281366,0.004281196,0.005394499,0.0001177786,0.0003842896,0.1390398,1.60648E-05,0.0001681118,0.0002223263,0.002167165,0.6957806,0.5709226,0.08547145,0.01857551,1.34555E-07,0.005239815,0.0002545745,0.001049993,0.07227851,0.09611901,0.119917,0.1310113,0.01498686,0.02245009
90,3.793227E-05,0.0004407048,0.0001742913,0.0005504062,9.020229E-06,0.0006751595,5.593961E-05,0.004267325,6.802181E-06,0.01556273,0.0007517553,0.007231827,0.004697045,0.004767186,0.001620823,0.00306478,1.143148E-06,3.536829E-05,0.0001103498,3.464791E-05,0.00109408,0.003560757,1.624447E-09,0.000762962,7.809022E-05,0.00159048,0.001987733,2.70062E-08,0.0005063731,0.01069123,0.003674212,0.002341761,0.0004056481,0.003241163,0.05849498,0.001134485,0.0007056036,0.001440535,0.0001942054,0.02877183,0.004254303,0.00529112,0.0001164792,0.0003848083,0.1385956,1.602222E-05,0.0001687702,0.0002329038,0.002006734,0.7456216,0.6580954,0.09767587,0.02038291,1.464491E-07,0.005464608,0.0002596324,0.001046077,0.1347334,0.09617735,0.1246837,0.1269849,0.01491629,0.02247848
91,3.7852E-05,0.0004394734,0.0001745629,0.0005507188,9.014989E-06,0.0006660718,5.5941E-05,0.004279964,6.797232E-06,0.01567109,0.0007556819,0.00722464,0.004542968,0.004612607,0.001646666,0.003164583,9.646334E-07,2.932944E-05,0.0001106075,3.618855E-05,0.001109983,0.003611551,1.626232E-09,0.0007638498,7.195507E-05,0.001589766,0.002009732,1.955915E-08,0.0004766903,0.01060986,0.003658013,0.002329243,0.0004242378,0.003057112,0.05799052,0.001155023,0.0007076309,0.001471566,0.00019783,0.0285268,0.004108286,0.005070959,0.0001153311,0.0003855995,0.1395856,1.622923E-05,0.0001698837,0.0002403041,0.001866681,0.7300082,0.6019827,0.1003177,0.02103602,1.159429E-07,0.004869096,0.000257968,0.00105054,0.2131809,0.09352743,0.1170812,0.1254081,0.01392205,0.02270657
92,3.767943E-05,0.0004381109,0.0001747638,0.0005508033,9.009767E-06,0.0006564688,5.591185E-05,0.004296503,6.734114E-06,0.01580451,0.0007520131,0.007186327,0.003975641,0.004472306,0.001646764,0.003244611,7.227742E-07,2.342406E-05,0.0001109261,3.707489E-05,0.001126697,0.003591203,1.630707E-09,0.000764786,6.030671E-05,0.001589388,0.001974831,1.333585E-08,0.0004371533,0.01029758,0.003634646,0.002325724,0.0004423368,0.002838371,0.05737125,0.001185498,0.0007046243,0.001500527,0.0001969856,0.02782157,0.003928412,0.004846313,0.0001143362,0.0003870621,0.1412302,1.666474E-05,0.0001674379,0.0002348159,0.001855345,0.6803969,0.4968592,0.0916663,0.01994151,8.307935E-08,0.004093296,0.0002450627,0.00106222,0.2743425,0.08905857,0.1059465,0.1254712,0.01271079,0.02271797
93,3.749355E-05,0.0004367313,0.0001749401,0.0005508167,9.00492E-06,0.0006469265,5.586465E-05,0.004314839,6.614036E-06,0.01593952,0.0007426591,0.007118606,0.003328716,0.004346829,0.00163778,0.003308085,5.537317E-07,1.867521E-05,0.0001112876,3.763465E-05,0.001141658,0.003538268,1.637523E-09,0.0007660174,4.886013E-05,0.001589595,0.001920524,8.81471E-09,0.0003930434,0.009901529,0.003591084,0.002328075,0.0004580555,0.002622042,0.05667355,0.001224471,0.0006989589,0.001526587,0.0001926359,0.02693304,0.003741556,0.004634739,0.000113448,0.0003891273,0.1429696,1.715537E-05,0.0001626142,0.0002259637,0.001974956,0.616228,0.3970191,0.0789184,0.01785828,5.721289E-08,0.003339784,0.0002227573,0.001077895,0.3139475,0.08269618,0.09628316,0.1264849,0.01152071,0.02273853
94,3.733351E-05,0.0004354063,0.0001751796,0.0005509518,9.000678E-06,0.0006384036,5.58249E-05,0.004324188,6.591154E-06,0.01606029,0.0007391371,0.007069852,0.00287798,0.00422919,0.001643723,0.003392775,5.318577E-07,1.505008E-05,0.0001115983,3.806794E-05,0.001154073,0.003471867,1.642244E-09,0.0007672755,4.042626E-05,0.001590316,0.001892172,5.674234E-09,0.0003482529,0.00956555,0.00354153,0.002333909,0.000474781,0.002418582,0.05597795,0.001259003,0.0006936138,0.001561691,0.000187945,0.02591346,0.003560397,0.004398817,0.0001126948,0.0003905233,0.1443581,1.743586E-05,0.0001610797,0.0002192511,0.002167242,0.5585909,0.3258587,0.07012446,0.01591869,3.941904E-08,0.002674248,0.0002086316,0.001094437,0.3520309,0.08467274,0.08314605,0.12739,0.01035142,0.02313652
